Attaching to bundler-test-executor_bundler-waiter_1, bundler-test-executor_bundler_1, bundler-test-executor_deployer_1, bundler-test-executor_funder_1, geth-1.14
[33mbundler_1         |[0m 2024-07-22T01:09:49.018304515Z (node:1) ExperimentalWarning: Importing JSON modules is an experimental feature and might change at any time
[33mbundler_1         |[0m 2024-07-22T01:13:12.046557903Z {"level":"DEBUG","time":1721610792043,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:12.046563443Z {"level":"DEBUG","time":1721610792044,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:12.246867860Z {"level":"DEBUG","time":1721610792246,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:13:12.250113677Z {"level":"DEBUG","time":1721610792249,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x1380000000000000000","userOpHash":"0x180a7d3fa787131712ba1e251ee5a5bccb0e68ba34cce1acbbe67e8e9838bda2","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:13:12.254179435Z {"level":"DEBUG","time":1721610792254,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:12.257005814Z {"level":"DEBUG","time":1721610792254,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:12.257021824Z {"level":"DEBUG","time":1721610792254,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:12.257030099Z {"level":"DEBUG","time":1721610792254,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:12.455505305Z {"level":"DEBUG","time":1721610792455,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:13:12.458520131Z {"level":"DEBUG","time":1721610792458,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x1390000000000000000","userOpHash":"0x13e13b1f62fd91b879c0063037150956edd3f726a9907123c9acf53e975d2b51","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:13:12.462697931Z {"level":"DEBUG","time":1721610792462,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_clearMempool","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:12.465538162Z {"level":"DEBUG","time":1721610792465,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:12.468247978Z {"level":"DEBUG","time":1721610792465,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:12.468264308Z {"level":"DEBUG","time":1721610792465,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:12.468273796Z {"level":"DEBUG","time":1721610792465,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:12.668496256Z {"level":"DEBUG","time":1721610792668,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:13:12.671562104Z {"level":"DEBUG","time":1721610792671,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x13a0000000000000000","userOpHash":"0x810e4b860e086d552919a0a3ccd239b8f6f2090d94e0ce381e51c83d0a1c7e46","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:13:12.675403688Z {"level":"DEBUG","time":1721610792675,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:12.678029466Z {"level":"DEBUG","time":1721610792675,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:12.678046026Z {"level":"DEBUG","time":1721610792675,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:12.678054332Z {"level":"DEBUG","time":1721610792675,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:12.881323653Z {"level":"DEBUG","time":1721610792881,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:13:12.884760964Z {"level":"DEBUG","time":1721610792884,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x13b0000000000000000","userOpHash":"0xd23d4f0c794f25c2b2742322db1f52cc225959be6d3d23a0a447b6202944bf82","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:13:12.888667725Z {"level":"DEBUG","time":1721610792888,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:12.891463837Z {"level":"DEBUG","time":1721610792888,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:12.891475709Z {"level":"DEBUG","time":1721610792888,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:12.891481420Z {"level":"DEBUG","time":1721610792889,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:13.091342654Z {"level":"DEBUG","time":1721610793091,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:13:13.094526988Z {"level":"DEBUG","time":1721610793094,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x13c0000000000000000","userOpHash":"0x3311a191ce72538a55710cbaaad00a02e3338e67418166da2416c25f7c27776b","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:13:13.098186278Z {"level":"DEBUG","time":1721610793098,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:13.100860553Z {"level":"DEBUG","time":1721610793098,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:13.100881272Z {"level":"DEBUG","time":1721610793098,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:13.100890589Z {"level":"DEBUG","time":1721610793098,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:13.294647704Z {"level":"DEBUG","time":1721610793294,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:13:13.297693046Z {"level":"DEBUG","time":1721610793297,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x13d0000000000000000","userOpHash":"0x17a0494541b3a20d322c374f0bb1b5eed7307fd805fc9870927a95f725d1d8c7","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:13:13.301164237Z {"level":"DEBUG","time":1721610793301,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_clearMempool","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:13.303537748Z {"level":"DEBUG","time":1721610793303,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:13.305997817Z {"level":"DEBUG","time":1721610793303,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:13.306012725Z {"level":"DEBUG","time":1721610793303,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:13.306034716Z {"level":"DEBUG","time":1721610793303,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:13.509987590Z {"level":"DEBUG","time":1721610793509,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:13:13.511947052Z {"level":"DEBUG","time":1721610793511,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x13e0000000000000000","userOpHash":"0xf10cdbf4db8d8e9361e140ada23e1bf35a7bdb76018ea04d7adf5df245fe2ae9","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:13:13.516084080Z {"level":"DEBUG","time":1721610793515,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:13.518982175Z {"level":"DEBUG","time":1721610793515,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:13.519043589Z {"level":"DEBUG","time":1721610793516,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:13.519053277Z {"level":"DEBUG","time":1721610793516,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:13.711935646Z {"level":"DEBUG","time":1721610793711,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:13:13.714155266Z {"level":"DEBUG","time":1721610793713,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x13f0000000000000000","userOpHash":"0xf3ac5a8c5ac8c20742cc5aa9c52c1fcab9d64edc3d5c92189ad317eb009ce3bf","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:13:13.718196951Z {"level":"DEBUG","time":1721610793718,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:13.721284680Z {"level":"DEBUG","time":1721610793718,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:13.721304126Z {"level":"DEBUG","time":1721610793718,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:13.721313243Z {"level":"DEBUG","time":1721610793718,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:13.916333457Z {"level":"DEBUG","time":1721610793916,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:13:13.919430232Z {"level":"DEBUG","time":1721610793919,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x1400000000000000000","userOpHash":"0x7b217e970235fdd5f7f9822ccfe8b7c39ade153a2601f39f054ca0cf8df57f7a","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:13:13.923152705Z {"level":"DEBUG","time":1721610793923,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:13.925921495Z {"level":"DEBUG","time":1721610793923,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:13.925942544Z {"level":"DEBUG","time":1721610793923,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:13.925952763Z {"level":"DEBUG","time":1721610793923,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:14.134016116Z {"level":"DEBUG","time":1721610794133,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:13:14.135800806Z {"level":"DEBUG","time":1721610794135,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x1410000000000000000","userOpHash":"0x7e2d8ee3146d15d30a15d28e5e8fe78ea1308a3f9fa7edcf8b74eca35b2c1d08","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:13:14.139564933Z {"level":"DEBUG","time":1721610794139,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_clearMempool","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:14.141834541Z {"level":"DEBUG","time":1721610794141,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:14.144562839Z {"level":"DEBUG","time":1721610794141,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:14.144575663Z {"level":"DEBUG","time":1721610794141,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:14.144581073Z {"level":"DEBUG","time":1721610794142,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:14.353598619Z {"level":"DEBUG","time":1721610794353,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:13:14.356657594Z {"level":"DEBUG","time":1721610794356,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x1420000000000000000","userOpHash":"0x7855ca036ee097023fead15f7cbbec500f27915fc02c13c0729399531a3a14e6","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:13:14.360781518Z {"level":"DEBUG","time":1721610794360,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:14.363410385Z {"level":"DEBUG","time":1721610794360,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:14.363426054Z {"level":"DEBUG","time":1721610794360,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:14.363446051Z {"level":"DEBUG","time":1721610794361,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:14.567237897Z {"level":"DEBUG","time":1721610794567,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:13:14.570427058Z {"level":"DEBUG","time":1721610794570,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x1430000000000000000","userOpHash":"0x4a36944d2d7d322a0ba4257e149875a95db5a14e7cd449cef30c54d8e4cada4d","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:13:14.574400735Z {"level":"DEBUG","time":1721610794574,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:14.577639033Z {"level":"DEBUG","time":1721610794574,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:14.577669370Z {"level":"DEBUG","time":1721610794574,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:14.577678797Z {"level":"DEBUG","time":1721610794574,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:14.777894874Z {"level":"DEBUG","time":1721610794777,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:13:14.781027028Z {"level":"DEBUG","time":1721610794780,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x1440000000000000000","userOpHash":"0xfb7d7ee8c7820e18b1f6ea1a35f494a45bab6ae911154723cefe738b4b3493da","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:13:14.784916025Z {"level":"DEBUG","time":1721610794784,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:14.788031495Z {"level":"DEBUG","time":1721610794784,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:14.788058485Z {"level":"DEBUG","time":1721610794785,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:14.788067963Z {"level":"DEBUG","time":1721610794785,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:13:14.992429787Z {"level":"DEBUG","time":1721610794992,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:13:14.995507928Z {"level":"DEBUG","time":1721610794995,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x1450000000000000000","userOpHash":"0xc915e184098337f7dcfb868f39555e894d345744072bbb451ed14b477ea14d88","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:13:14.999263356Z {"level":"DEBUG","time":1721610794999,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_clearMempool","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:13:15.001872866Z {"level":"DEBUG","time":1721610795001,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
